x,y
3.745401188473625,10.263408466734667
9.50714306409916,25.472812219812816
7.319939418114051,20.058473232081358
5.986584841970366,15.83607566955016
1.5601864044243652,7.046937080643185
1.5599452033620265,5.818001530202246
0.5808361216819946,1.9008128151407322
8.661761457749352,23.73378583433705
6.011150117432088,15.667757866476562
7.080725777960454,19.89638499543377
0.20584494295802447,3.037026422324696
9.699098521619943,25.023527119784795
8.324426408004218,23.161206761269636
2.1233911067827616,7.172740356147978
1.8182496720710062,6.771059254353042
1.8340450985343382,7.758956371206811
3.0424224295953772,8.889510917323111
5.247564316322379,13.953768898632122
4.319450186421157,11.513664708144473
2.9122914019804194,8.060808694470236
6.118528947223795,16.7282832061954
1.3949386065204183,5.288399432133748
2.9214464853521815,9.047784730848814
3.663618432936917,11.3890020768345
4.56069984217036,12.913223252803403
7.851759613930136,22.41208447853586
1.9967378215835974,6.25829552823766
5.142344384136116,16.756300997658418
5.924145688620425,16.862490526806084
0.46450412719997725,1.9048532011252777
6.075448519014383,15.743601679056718
1.7052412368729153,6.188865620732427
0.6505159298527952,2.9290928916856025
9.488855372533333,25.852215190431515
9.656320330745594,26.058414023551997
8.08397348116461,21.645665112574154
3.0461376917337066,8.368082783550978
0.9767211400638387,2.6050110163211277
6.842330265121569,18.211794151320152
4.4015249373960135,13.259549883292525
1.2203823484477883,4.739885001506536
4.951769101112702,12.780108314110603
0.34388521115218396,2.5125382393485363
9.093204020787821,24.57303716378894
2.587799816000169,7.189530851582951
6.62522284353982,18.198713340669592
3.1171107608941098,9.344143758383394
5.200680211778108,13.493075147584241
5.4671027934327965,15.483489959006883
1.8485445552552704,6.616231209448035
9.695846277645586,26.695364916815645
7.7513282336111455,21.808258570305394
9.394989415641891,23.77173565425211
8.948273504276488,23.04309082953755
5.978999788110851,16.90199740784052
9.218742350231167,25.00025134168692
0.884925020519195,4.166821448216025
1.959828624191452,9.79945236083298
0.45227288910538066,3.134470169345825
3.2533033076326436,10.635349337965318
3.8867728968948203,12.058800482230474
2.713490317738959,8.858552411308713
8.287375091519294,21.940225282798586
3.567533266935893,11.088593021374217
2.8093450968738076,7.8413755299146315
5.426960831582485,14.858419170031718
1.4092422497476265,4.594791787430585
8.021969807540398,21.627175158486875
0.7455064367977082,5.406359311713212
9.868869366005173,24.524386878925046
7.722447692966574,21.411716287638505
1.987156815341724,5.044735054748202
0.05522117123602399,1.2215920110848535
8.154614284548341,22.847490876853875
7.068573438476172,19.228158131315492
7.2900716804098735,18.774112720775022
7.712703466859457,20.150531873006823
